PROV1NAME,SEATS83,SEATS87,SEATS91,SEATS95,SEATS99,SEATS02,SEATS07,SEATS11,VOTERSEATRATIO83,VOTERSEATRATIO87,VOTERSEATRATIO91,VOTERSEATRATIO95,VOTERSEATRATIO99,VOTERSEATRATIO02,VOTERSEATRATIO07,VOTERSEATRATIO11,BOXES83,REGISTER83,VOTE83,VALID83,ANAP83,HP83,MDP83,BGM83,ANAPP83,HPP83,MDPP83,BGMP83,TURNOUT83,EFFECTIVE83,COMPETITIVE83,DISPROP83,ANAPSEAT83,HPSEAT83,MDPSEAT83,BOXES87,REGISTER87,VOTE87,VALID87,ANAP87,SHP87,DYP87,DSP87,RP87,MCP87,IDP87,BGM87,ANAPP87,SHPP87,DYPP87,DSPP87,RPP87,MCPP87,IDPP87,BGMP87,TURNOUTP87,VOLATILITYP87,INCUMBENT87,EFFECTIVE87,COMPETITIVE87,DISPROP87,ANAPSEAT87,SHPSEAT87,DYPSEAT87,BOXES91,REGISTER91,VOTE91,VALID91,DYP91,ANAP91,SHP91,RP91,DSP91,SP91,BGM91,DYPP91,ANAPP91,SHPP91,RPP91,DSPP91,SPP91,BGMP91,TURNOUT91,VOLATILITY91,INCUMBENT91,EFFECTIVE91,COMPETITIVE91,DISPROP91,DYPSEAT91,ANAPSEAT91,SHPSEAT91,RPSEAT91,DSPSEAT91,BOXES95,REGISTER95,VOTE95,VALID95,RP95,DYP95,ANAP95,DSP95,CHP95,HADEP95,IP95,MHP95,MP95,YDH95,YDP95,YENI95,BGM95,RPP95,DYPP95,ANAPP95,DSPP95,CHPP95,HADEPP95,IPP95,MHPP95,MPP95,YDHP95,YDPP95,YENIP95,BGMP95,TURNOUT95,VOLATILITY95,INCUMBENT95,EFFECTIVE95,COMPETITIVE95,DISPROP95,RPSEAT95,DYPSEAT95,ANAPSEAT95,DSPSEAT95,CHPSEAT95,BOXES99,REGISTER99,VOTE99,VALID99,DSP99,MHP99,FP99,ANAP99,DYP99,BP99,BBP99,CHP99,DP99,DBP99,DTP99,DEPAR99,EMEP99,HADEP99,IP99,LDP99,MP99,ODP99,SIP99,YDP99,BGM99,DSPP99,MHPP99,FPP99,ANAPP99,DYPP99,BPP99,BBPP99,CHPP99,DPP99,DBPP99,DTPP99,DEPARP99,EMEPP99,HADEPP99,IPP99,LDPP99,MPP99,ODPP99,SIPP99,YDPP99,BGMP99,TURNOUT99,VOLATILITY99,INCUMBENT99,EFFECTIVE99,COMPETITIVE99,DISPROP99,DSPSEAT99,MHPSEAT99,FPSEAT99,ANAPSEAT99,DYPSEAT99,BGMSEAT99,BOXES02,REGISTER02,VOTE02,VALID02,AKP02,CHP02,ANAP02,BBP02,BTP02,DEHAP02,DSP02,DYP02,GP02,IP02,LDP02,MP02,MHP02,ODP02,SP02,TKP02,YP02,YTP02,BGM02,AKPP02,CHPP02,ANAPP02,BBPP02,BTPP02,DEHAPP02,DSPP02,DYPP02,GPP02,IPP02,LDPP02,MPP02,MHPP02,ODPP02,SPP02,TKPP02,YPP02,YTPP02,BGMP02,TURNOUT02,VOLATILITY02,INCUMBENT02,EFFECTIVE02,COMPETITIVE02,DISPROP02,AKPSEAT02,CHPSEAT02,BGMSEAT02,BOXES07,REGISTER07,VOTE07,VALID07,AKP07,CHP07,MHP07,DP07,GP07,SP07,BTP07,HYP07,IP07,ATP07,TKP07,ODP07,LDP07,EMEP07,BGM07,AKPP07,CHPP07,MHPP07,DPP07,GPP07,SPP07,BTPP07,HYPP07,IPP07,ATPP07,TKPP07,ODPP07,LDPP07,EMEPP07,BGMP07,DTPP07,NONDTPBGMP07,TURNOUT07,VOLATILITY07,INCUMBENT07,EFFECTIVE07,COMPETITIVE07,DISPROP07,AKPSEAT07,CHPSEAT07,MHPSEAT07,BDPSEAT07,BGMSEAT07,BOXES11,REGISTER11,VOTE11,VALID11,AKP11,DP11,CHP11,EP11,MP11,LDP11,SP11,HEPAR11,HAS11,MHP11,DYP11,TKP11,MMP11,BBP11,DSP11,BDP11,IPBGM11,NONBDPIPBGM11,BGM11,AKPP11,DPP11,CHPP11,EPP11,MPP11,LDPP11,SPP11,HEPARP11,HASP11,MHPP11,DYPP11,TKPP11,MMPP11,BBPP11,DSPP11,BDPP11,IPBGMP11,NONBDPBGMPP11,BGMP11,TURNOUT11P,VOLATILITY11,INCUMBENT11,EFFECTIVE11,COMPETITIVE11,DISPROP11,AKPSEAT11,CHPSEAT11,MHPSEAT11,BDPSEAT11
OSMANIYE,,,,,4,4,4,4,51057,61212,72565,69453,59981,66042,65135,78244,427,115432,107280,100285,49322,28401,22607,0,49.18,28.32,22.54,0.00,86.88,2.68,20.86,31.48,0,0,0,550,161915,151527,148831,50873,30633,38689,7262,9321,10944,1109,0,34.18,20.58,26.00,4.88,6.26,7.35,0.75,0.00,91.92,45.26,-15.00,4.19,8.19,15.04,0,0,0,617,202413,164022,160075,49840,28844,34354,40068,7070,529,0,31.14,18.02,21.46,25.03,4.42,0.33,0.00,79.08,24.92,-16.16,4.17,6.10,34.55,0,0,0,0,0,849,223769,186348,181420,45848,32802,33961,17545,14605,2866,302,31152,835,472,485,343,204,25.27,18.08,18.72,9.67,8.05,1.58,0.17,17.17,0.46,0.26,0.27,0.19,0.11,81.07,24.85,-26.47,5.64,7.19,16.59,0,0,0,0,0,1206,239922,204420,197571,20030,80738,26363,17253,25764,552,2837,16197,498,201,969,0,308,3196,453,638,607,594,203,170,0,10.14,40.87,13.34,8.73,13.04,0.28,1.44,8.20,0.25,0.10,0.49,0.00,0.16,1.62,0.23,0.32,0.31,0.30,0.10,0.09,0.00,82.35,25.48,-9.03,4.41,27.52,29.35,0,3,1,0,0,0,1054,264169,206218,200853,62623,27640,12248,2335,489,4458,1295,19179,5569,522,228,384,58622,252,3396,175,726,586,126,31.18,13.76,6.10,1.16,0.24,2.22,0.64,9.55,2.77,0.26,0.11,0.19,29.19,0.13,1.69,0.09,0.36,0.29,0.06,76.03,28.64,-23.81,4.63,1.99,39.02,3,1,0,929,260540,223065,221728,85836,21521,99565,7359,1564,2835,572,837,651,0,247,185,0,469,87,38.71,9.71,44.90,3.32,0.71,1.28,0.26,0.38,0.29,0.00,0.11,0.08,0.00,0.21,0.04,0.00,0.04,85.10,23.32,7.53,2.76,6.19,11.43,2,0,2,0,0,1192,312974,272768,268604,115785,1083,30877,0,275,0,2021,317,1871,110708,790,269,475,1715,380,1884,0,154,2038,43.11,0.40,11.50,0.00,0.10,0.00,0.75,0.12,0.70,41.22,0.29,0.10,0.18,0.64,0.14,0.70,0.00,0.06,0.76,85.82,7.86,4.39,2.71,1.89,11.38,2,0,2,0
RIZE,4,4,3,4,3,3,3,3,35602,48776,76782,53330,68564,74728,75468,77419,651,142406,125364,118980,47642,22641,37359,11338,40.04,19.03,31.40,9.53,83.55,3.29,8.64,35.14,2,0,2,758,195103,170049,166683,51616,30479,39996,15638,23773,4324,857,0,30.97,18.29,24.00,9.38,14.26,2.59,0.51,0.00,85.43,50.75,-9.08,4.61,6.97,54.65,4,0,0,842,230346,173282,170470,33802,81063,13271,33721,7964,649,0,19.83,47.55,7.78,19.78,4.67,0.38,0.00,74.01,22.49,16.59,3.20,27.72,42.53,0,3,0,0,0,955,213320,165241,163100,38929,17799,88839,5673,5515,1474,168,3122,578,313,590,72,28,23.87,10.91,54.47,3.48,3.38,0.90,0.10,1.91,0.35,0.19,0.36,0.04,0.02,76.46,13.89,-13.32,2.71,30.60,16.89,1,0,3,0,0,1242,205692,168381,163152,16048,14713,33879,70835,15924,0,1220,5448,259,126,511,255,206,1857,159,280,261,831,146,194,0,9.84,9.02,20.77,43.42,9.76,0.00,0.75,3.34,0.16,0.08,0.31,0.16,0.13,1.14,0.10,0.17,0.16,0.51,0.09,0.12,0.00,79.32,14.94,-4.38,3.84,22.65,22.20,0,0,1,2,0,0,1058,224185,165742,162959,72005,12102,46577,696,661,970,1411,12058,1228,460,352,251,5158,532,6895,194,940,397,72,44.19,7.43,28.58,0.43,0.41,0.60,0.87,7.40,0.75,0.28,0.22,0.15,3.17,0.33,4.23,0.12,0.58,0.24,0.04,72.69,33.20,-29.66,3.44,15.60,45.13,3,0,0,940,226403,181874,180734,96984,13775,10602,5806,538,6181,1214,519,419,1904,924,265,126,435,41042,53.66,7.62,5.87,3.21,0.30,3.42,0.67,0.29,0.23,1.05,0.51,0.15,0.07,0.24,22.71,0.00,22.71,79.83,35.50,9.48,2.85,30.95,14.12,2,0,0,0,1,1078,232258,197550,195257,134549,1142,33408,239,66,79,6241,481,1743,14929,206,157,184,806,348,0,0,679,679,68.91,0.58,17.11,0.12,0.03,0.04,3.20,0.25,0.89,7.65,0.11,0.08,0.09,0.41,0.18,0.00,0.00,0.35,0.35,84.07,28.15,15.25,1.96,51.80,25.78,3,0,0,0
SAKARYA,5,6,6,7,6,6,6,7,53138,59410,68049,65192,81004,87202,93532,88183,1144,265691,249337,239171,118301,66256,54614,0,49.46,27.70,22.83,0.00,90.02,2.68,21.76,26.89,3,1,1,1349,356457,329134,322187,111400,46059,86136,32732,34127,9442,2101,190,34.58,14.30,26.73,10.16,10.59,2.93,0.65,0.06,90.39,51.13,-14.89,4.28,7.84,27.41,4,0,2,1428,408296,351289,341363,95728,88244,34339,79380,42006,1333,333,28.04,25.85,10.06,23.25,12.31,0.39,0.10,83.61,16.54,-8.73,4.45,2.19,20.42,3,2,0,1,0,1826,456343,400328,392522,110867,76604,97195,54301,17918,4852,631,23909,2432,1883,1340,590,0,28.24,19.52,24.76,13.83,4.56,1.24,0.16,6.09,0.62,0.48,0.34,0.15,0.00,86.01,13.71,-14.02,4.89,3.48,8.86,2,2,2,1,0,2586,486022,435408,418885,80960,73813,102052,57894,64035,866,4768,18072,1481,0,1563,501,524,6168,664,1815,1018,1592,484,592,20,19.33,17.62,24.36,13.82,15.29,0.21,1.14,4.31,0.35,0.00,0.37,0.12,0.13,1.47,0.16,0.43,0.24,0.38,0.12,0.14,0.00,86.19,18.64,-5.07,5.80,5.04,7.79,1,1,2,1,1,0,2098,523213,438268,431653,189246,29668,15586,3268,2575,7313,2946,26581,108822,1624,775,635,20866,776,14748,633,3770,1821,0,43.84,6.87,3.61,0.76,0.60,1.69,0.68,6.16,25.21,0.38,0.18,0.15,4.83,0.18,3.42,0.15,0.87,0.42,0.00,82.50,51.61,-41.64,3.71,18.63,44.32,6,0,0,2042,561191,480212,476126,253033,43939,54198,29262,55254,29444,2350,2174,1383,0,633,689,709,838,2220,53.14,9.23,11.38,6.15,11.60,6.18,0.49,0.46,0.29,0.00,0.13,0.14,0.15,0.18,0.47,0.20,0.27,84.84,20.59,9.30,3.08,41.76,24.86,5,0,1,0,0,2444,617284,550883,543328,334823,3237,88043,835,375,231,14619,1547,9206,81515,1152,514,510,2144,1127,3281,0,169,3450,61.62,0.60,16.20,0.15,0.07,0.04,2.69,0.28,1.69,15.00,0.21,0.09,0.09,0.39,0.21,0.60,0.00,0.03,0.63,88.02,20.51,8.48,2.33,45.42,7.47,5,1,1,0
SAMSUN,8,9,9,11,10,9,9,9,54822,64176,72439,64908,76366,88544,86646,97891,1728,438576,405364,389863,180446,110605,90816,7996,46.28,28.37,23.29,2.05,88.89,2.86,17.91,25.43,6,2,0,2066,577580,544338,530085,162823,94825,163137,58346,31959,13717,3898,1380,30.72,17.89,30.78,11.01,6.03,2.59,0.74,0.26,91.78,51.13,-15.57,4.21,0.06,25.37,4,0,5,2246,651947,544842,531628,176786,116655,78618,85636,71739,2194,0,33.25,21.94,14.79,16.11,13.49,0.41,0.00,81.54,15.46,-8.77,4.45,11.31,36.35,7,2,0,0,0,2931,713985,606326,589936,130717,113589,132284,104797,46399,6012,1167,46189,2841,2394,2510,791,246,22.16,19.25,22.42,17.76,7.87,1.02,0.20,7.83,0.48,0.41,0.43,0.13,0.04,82.63,20.12,-20.92,5.54,0.27,7.60,3,2,3,2,1,4218,763659,648311,618353,133355,129427,92724,87827,94840,1957,10855,37874,2494,0,4045,982,1017,6134,1507,5145,1981,4047,1104,950,87,21.57,20.93,15.00,14.20,15.34,0.32,1.76,6.12,0.40,0.00,0.65,0.16,0.16,0.99,0.24,0.83,0.32,0.65,0.18,0.15,0.01,80.97,19.18,-3.76,6.22,0.64,9.49,3,2,2,1,2,0,3328,796896,625568,600328,269209,88761,31360,8002,2870,7553,6259,77850,36686,2422,1565,1642,41748,1732,9823,1146,3327,4724,3649,44.84,14.79,5.22,1.33,0.48,1.26,1.04,12.97,6.11,0.40,0.26,0.27,6.95,0.29,1.64,0.19,0.55,0.79,0.61,75.33,47.60,-43.48,3.97,30.06,26.74,7,2,0,2859,779810,646905,639341,370204,109092,77871,37306,10747,15065,3995,5264,2349,0,1163,1292,1319,1513,2161,57.90,17.06,12.18,5.84,1.68,2.36,0.62,0.82,0.37,0.00,0.18,0.20,0.21,0.24,0.34,0.04,0.30,81.99,20.42,13.06,2.61,40.84,8.61,6,2,1,0,0,3645,881023,764545,751385,462067,7619,162718,1526,613,442,11968,1702,7194,84520,1933,863,711,5002,1859,0,0,648,648,61.50,1.01,21.66,0.20,0.08,0.06,1.59,0.23,0.96,11.25,0.26,0.11,0.09,0.67,0.25,0.00,0.00,0.09,0.09,85.29,9.60,3.59,2.28,39.84,4.02,6,2,1,0
SANLI URFA,5,7,8,9,11,11,11,12,41451,44444,45836,49385,47114,51833,50307,70758,1102,207257,170397,158707,54678,43747,60282,0,34.45,27.56,37.98,0.00,76.57,2.95,3.53,18.77,2,1,2,1332,311110,286568,270845,97597,40509,50104,18421,32237,2721,1651,27605,36.03,14.96,18.50,6.80,11.90,1.00,0.61,10.19,87.06,50.59,1.58,4.63,17.54,49.75,7,0,0,1537,366685,294917,287129,89984,76270,59365,52953,7598,959,0,31.34,26.56,20.68,18.44,2.65,0.33,0.00,78.30,25.43,-9.47,4.06,4.78,26.86,5,2,0,1,0,2040,444468,364441,351731,92095,88071,60090,6822,7926,48265,421,13138,1979,1843,1015,426,29640,26.18,25.04,17.08,1.94,2.25,13.72,0.12,3.74,0.56,0.52,0.29,0.12,8.43,79.14,20.99,-24.72,5.30,1.14,18.86,4,3,2,0,0,3076,518259,445058,422185,19392,35864,90387,59001,100394,1241,5903,25530,0,689,7707,824,677,69900,486,599,1165,967,543,890,25,4.59,8.49,21.41,13.98,23.78,0.29,1.40,6.05,0.00,0.16,1.83,0.20,0.16,16.56,0.12,0.14,0.28,0.23,0.13,0.21,0.01,81.46,15.63,1.37,6.14,2.37,19.20,0,1,4,2,4,0,2595,570168,446163,433678,99331,42946,44407,2573,1280,83600,3010,71507,7406,480,380,610,34442,576,19728,259,1043,1086,19014,22.90,9.90,10.24,0.59,0.30,19.28,0.69,16.49,1.71,0.11,0.09,0.14,7.94,0.13,4.55,0.06,0.24,0.25,4.38,76.06,18.84,-8.19,6.77,3.63,37.54,7,3,1,2347,553377,453207,447506,267525,21271,24084,28302,1588,9830,2090,1351,484,0,854,0,0,0,90127,59.78,4.75,5.38,6.32,0.35,2.20,0.47,0.30,0.11,0.00,0.19,0.00,0.00,0.00,20.14,10.80,9.34,80.87,42.14,36.88,2.58,48.98,7.57,7,0,0,1,1,3592,849100,697412,678286,430453,1743,21777,0,426,0,3382,0,5925,22357,598,1235,555,6220,700,119879,0,63036,182915,63.46,0.26,3.21,0.00,0.06,0.00,0.50,0.00,0.87,3.30,0.09,0.18,0.08,0.92,0.10,17.67,0.00,9.29,26.97,79.88,11.53,3.68,2.25,45.79,15.90,10,0,0,2
SIIRT,4,5,3,3,3,3,3,3,32534,35936,31272,31660,35519,39737,39106,51140,421,67697,59888,56763,20432,13440,22891,0,36.00,23.68,40.33,0.00,83.85,2.87,4.33,13.72,1,1,2,523,97713,91998,88566,23452,15554,20591,5135,31686,655,606,887,26.48,17.56,23.25,5.80,35.78,0.74,0.68,1.00,90.64,61.60,-9.52,3.49,9.30,33.40,3,0,2,449,93815,76081,72988,13846,13297,28894,15016,1307,335,293,18.97,18.22,39.59,20.57,1.79,0.46,0.40,77.80,26.71,-8.26,3.72,19.01,48.83,0,0,3,0,0,465,94979,74083,70470,19706,7077,10034,1456,6032,18745,181,4844,642,916,424,140,273,27.96,10.04,14.24,2.07,8.56,26.60,0.26,6.87,0.91,1.30,0.60,0.20,0.39,74.20,16.75,-39.96,5.21,1.36,37.41,2,0,1,0,0,664,106556,90051,82807,4217,4145,11066,10405,18291,258,973,5391,0,92,454,0,147,18319,77,198,212,277,112,150,8023,5.09,5.01,13.36,12.57,22.09,0.31,1.18,6.51,0.00,0.11,0.55,0.00,0.18,22.12,0.09,0.24,0.26,0.33,0.14,0.18,9.69,77.71,25.78,1.90,6.65,0.03,28.59,0,0,1,1,1,0,568,119210,88397,83602,14728,7481,8258,607,328,26980,400,3993,954,116,154,194,5979,161,1402,80,392,198,11450,17.62,8.95,9.88,0.73,0.39,32.27,0.48,4.78,1.14,0.14,0.18,0.23,7.15,0.19,1.68,0.10,0.47,0.24,13.70,70.13,25.92,-5.16,5.57,14.66,34.97,1,1,1,563,117317,93587,91919,44836,3181,2546,2674,149,884,257,360,152,218,179,88,75,0,36320,48.78,3.46,2.77,2.91,0.16,0.96,0.28,0.39,0.17,0.24,0.19,0.10,0.08,0.00,39.51,35.70,3.81,78.35,34.87,31.16,2.70,13.08,13.59,2,0,0,1,0,736,153419,125525,122045,58623,503,3520,0,85,73,911,0,1443,1433,0,344,86,1952,1263,51577,0,232,51809,48.03,0.41,2.88,0.00,0.07,0.06,0.75,0.00,1.18,1.17,0.00,0.28,0.07,1.60,1.03,42.26,0.00,0.19,42.45,79.55,9.51,-0.74,2.43,5.77,14.87,2,0,0,1
SINOP,3,3,3,3,3,3,3,2,40271,47937,51346,49393,47006,49333,47116,75502,638,120812,111746,106294,22044,47586,36664,0,20.74,44.77,34.49,0.00,87.98,2.76,10.28,25.12,1,2,0,675,143812,134986,130358,39187,28924,29479,22107,6487,2419,1755,0,30.06,22.19,22.61,16.96,4.98,1.86,1.35,0.00,90.64,57.07,9.32,4.49,7.45,16.84,1,1,1,685,154038,125274,119132,31900,27664,25200,16279,16713,1376,0,26.78,23.22,21.15,13.66,14.03,1.16,0.00,77.34,14.01,-6.84,4.79,3.56,58.02,3,0,0,0,0,782,148178,123608,120712,21619,23313,25723,23025,10581,2182,607,10143,1103,984,1145,287,0,17.91,19.31,21.31,19.07,8.77,1.81,0.50,8.40,0.91,0.82,0.95,0.24,0.00,81.46,19.42,-19.85,6.01,2.00,22.57,0,1,1,1,0,927,141019,124292,118199,30413,14071,14468,22074,18003,772,1357,7181,742,0,1003,426,380,2120,372,2575,654,883,349,356,0,25.73,11.90,12.24,18.68,15.23,0.65,1.15,6.08,0.63,0.00,0.85,0.36,0.32,1.79,0.31,2.18,0.55,0.75,0.30,0.30,0.00,83.82,14.44,4.87,6.32,7.06,21.69,1,0,0,1,1,0,836,148000,115460,110569,35888,20389,11089,1223,590,1877,2413,12448,6899,853,457,768,10440,424,1592,325,1115,1023,756,32.46,18.44,10.03,1.11,0.53,1.70,2.18,11.26,6.24,0.77,0.41,0.69,9.44,0.38,1.44,0.29,1.01,0.93,0.68,74.71,42.08,-34.66,5.67,14.02,29.69,2,1,0,742,141349,120023,118203,52052,28800,14567,10716,2598,2189,1011,1854,862,1780,341,393,494,546,0,44.04,24.36,12.32,9.07,2.20,1.85,0.86,1.57,0.73,1.51,0.29,0.33,0.42,0.46,0.00,0.00,0.00,83.62,19.58,11.58,3.59,19.67,20.51,2,1,0,0,0,829,151004,130092,126700,69587,1000,39264,496,267,182,1445,971,1336,10486,326,245,155,402,538,0,0,0,0,54.92,0.79,30.99,0.39,0.21,0.14,1.14,0.77,1.05,8.28,0.26,0.19,0.12,0.32,0.42,0.00,0.00,0.00,0.00,83.91,18.07,10.89,2.47,23.93,15.14,1,1,0,0
SIRNAK,,,3,3,3,3,3,4,24433,39383,28850,30504,37952,47391,50653,60003,299,43657,39016,36426,10491,13609,11816,510,28.80,37.36,32.44,1.40,83.44,3.05,4.92,14.53,0,0,0,343,66090,62665,60448,18993,19784,9543,4690,6733,283,396,26,31.42,32.73,15.79,7.76,11.14,0.47,0.66,0.04,91.46,38.43,2.62,4.01,1.31,16.30,0,0,0,405,86549,69917,67450,9828,13222,41297,1713,767,623,0,14.57,19.60,61.23,2.54,1.14,0.92,0.00,77.93,28.30,-11.82,2.30,41.62,32.47,0,0,3,0,0,428,91512,69585,66195,5509,19399,9175,1865,5868,17130,224,2822,510,2896,588,209,0,8.32,29.31,13.86,2.82,8.86,25.88,0.34,4.26,0.77,4.37,0.89,0.32,0.00,72.33,31.61,-37.63,5.22,3.43,36.33,0,2,1,0,0,679,113856,94496,86185,3912,4299,9598,14595,8818,0,698,4432,367,282,2505,207,142,20752,162,171,290,0,137,798,14020,4.54,4.99,11.14,16.93,10.23,0.00,0.81,5.14,0.43,0.33,2.91,0.24,0.16,24.08,0.19,0.20,0.34,0.00,0.16,0.93,16.27,75.70,26.49,7.70,6.93,7.14,33.33,0,0,1,1,1,0,620,142173,108530,103538,14512,4876,11787,643,266,47567,1948,5356,1300,128,130,252,2979,139,445,76,470,642,10022,14.02,4.71,11.38,0.62,0.26,45.94,1.88,5.17,1.26,0.12,0.13,0.24,2.88,0.13,0.43,0.07,0.45,0.62,9.68,72.83,26.65,-10.32,3.85,31.93,53.08,2,0,1,604,151958,126093,123221,33179,8283,3542,10613,833,194,957,330,109,804,400,0,111,0,63866,26.93,6.72,2.87,8.61,0.68,0.16,0.78,0.27,0.09,0.65,0.32,0.00,0.09,0.00,51.83,51.70,0.13,81.09,23.53,12.91,2.84,24.77,14.04,1,0,0,2,0,851,240010,177257,173257,35714,491,5155,0,69,0,256,0,1009,2033,120,343,116,1817,852,125282,0,0,125282,20.61,0.28,2.98,0.00,0.04,0.00,0.15,0.00,0.58,1.17,0.07,0.20,0.07,1.05,0.49,72.31,0.00,0.00,72.31,72.19,21.62,-6.31,1.77,51.70,4.39,1,0,0,3
SIVAS,7,7,6,7,6,6,6,5,40605,50039,65086,54264,64674,69833,65048,86358,1811,284237,256316,245356,113846,86562,44948,0,46.40,35.28,18.32,0.00,86.32,2.68,11.12,24.50,3,3,1,1922,350270,321863,314683,124236,82174,23243,18416,40076,22292,4246,0,39.48,26.11,7.39,5.85,12.74,7.08,1.35,0.00,89.84,34.41,-6.92,3.93,13.37,35.92,6,1,0,2013,390514,303204,294555,39284,52102,67709,112865,21255,1340,0,13.34,17.69,22.99,38.32,7.22,0.45,0.00,75.43,33.35,-21.79,3.94,15.33,26.96,0,0,2,4,0,2275,379849,308243,301624,118437,31972,70648,11707,42866,3681,550,17573,1407,1024,1081,527,151,39.27,10.60,23.42,3.88,14.21,1.22,0.18,5.83,0.47,0.34,0.36,0.17,0.05,79.41,13.90,-11.51,4.07,15.84,7.21,3,1,2,0,1,2732,388045,331204,319945,26036,60758,88827,17528,25386,0,54405,35539,0,787,1328,341,562,2163,678,908,1382,2355,483,478,0,8.14,18.99,27.76,5.48,7.93,0.00,17.00,11.11,0.00,0.25,0.42,0.11,0.18,0.68,0.21,0.28,0.43,0.74,0.15,0.15,0.00,82.45,19.00,-13.27,5.87,8.77,25.30,1,2,3,0,0,0,2464,418998,313804,308132,138851,49267,4346,40802,1084,3674,1952,12992,7269,1073,395,530,28194,1037,14511,336,834,846,139,45.06,15.99,1.41,13.24,0.35,1.19,0.63,4.22,2.36,0.35,0.13,0.17,9.15,0.34,4.71,0.11,0.27,0.27,0.05,73.54,30.12,-21.41,3.85,29.07,29.78,5,1,0,2231,390287,338860,336838,186843,53641,31848,6715,1649,12902,0,1732,878,0,1423,690,0,774,37743,55.47,15.92,9.45,1.99,0.49,3.83,0.00,0.51,0.26,0.00,0.42,0.20,0.00,0.23,11.21,0.00,11.21,86.31,22.19,10.41,2.81,39.54,11.50,4,1,0,0,1,2528,431792,374740,370260,234505,1048,56534,525,127,73,6473,425,2178,36836,363,299,377,12869,527,0,0,17101,17101,63.34,0.28,15.27,0.14,0.03,0.02,1.75,0.11,0.59,9.95,0.10,0.08,0.10,3.48,0.14,0.00,0.00,4.62,4.62,85.75,14.23,7.87,2.28,48.07,14.77,4,1,0,0
TEKIRDAG,4,4,4,5,5,5,5,6,46010,60511,68453,65045,73612,83388,90929,97095,692,184040,176090,170017,67186,63328,39503,0,39.52,37.25,23.23,0.00,92.38,2.87,2.27,32.63,2,2,0,840,242042,231205,228331,76716,71001,43282,29490,4826,1906,1110,0,33.60,31.10,18.96,12.92,2.11,0.83,0.49,0.00,94.34,35.31,-5.92,3.81,2.50,24.06,2,2,0,919,273812,242090,237923,72785,58317,48477,11869,45510,965,0,30.59,24.51,20.38,4.99,19.13,0.41,0.00,86.89,21.13,-9.09,4.27,6.08,55.79,4,0,0,0,0,1198,325227,288592,284767,19869,70802,54951,94797,27887,2967,393,10469,570,1085,819,158,0,6.98,24.86,19.30,33.29,9.79,1.04,0.14,3.68,0.20,0.38,0.29,0.06,0.00,87.56,20.41,-16.31,4.43,8.43,14.73,0,2,1,2,0,2013,368061,332024,319502,131527,34528,17931,56770,37044,0,1647,24593,1002,0,3439,543,459,5389,414,984,447,2010,374,399,0,41.17,10.81,5.61,17.77,11.59,0.00,0.52,7.70,0.31,0.00,1.08,0.17,0.14,1.69,0.13,0.31,0.14,0.63,0.12,0.12,0.00,86.81,17.28,7.42,4.24,23.40,17.93,3,0,0,1,1,0,1568,416942,337370,328887,55935,89159,19282,1666,731,5519,8306,40088,43022,1934,999,1372,28567,1137,3621,749,22529,4271,0,17.01,27.11,5.86,0.51,0.22,1.68,2.53,12.19,13.08,0.59,0.30,0.42,8.69,0.35,1.10,0.23,6.85,1.30,0.00,78.88,46.06,-52.67,6.61,10.10,32.40,2,3,0,1564,454643,399707,395531,116056,136099,52136,32403,43402,5148,1385,1683,1702,0,552,786,658,622,2899,29.34,34.41,13.18,8.19,10.97,1.30,0.35,0.43,0.43,0.00,0.14,0.20,0.17,0.16,0.73,0.50,0.23,87.00,21.29,12.33,4.15,5.07,13.81,2,2,1,0,0,2162,582567,520287,510732,183548,3765,226824,1624,480,231,3373,3692,3935,68483,0,967,478,2333,2998,5859,0,2142,8001,35.94,0.74,44.41,0.32,0.09,0.05,0.66,0.72,0.77,13.41,0.00,0.19,0.09,0.46,0.59,1.15,0.00,0.42,1.57,87.67,19.95,6.60,2.90,8.47,5.14,2,3,1,0
