PROV1NAME,SEATS83,SEATS87,SEATS91,SEATS95,SEATS99,SEATS02,SEATS07,SEATS11,VOTERSEATRATIO83,VOTERSEATRATIO87,VOTERSEATRATIO91,VOTERSEATRATIO95,VOTERSEATRATIO99,VOTERSEATRATIO02,VOTERSEATRATIO07,VOTERSEATRATIO11,BOXES83,REGISTER83,VOTE83,VALID83,ANAP83,HP83,MDP83,BGM83,ANAPP83,HPP83,MDPP83,BGMP83,TURNOUT83,EFFECTIVE83,COMPETITIVE83,DISPROP83,ANAPSEAT83,HPSEAT83,MDPSEAT83,BOXES87,REGISTER87,VOTE87,VALID87,ANAP87,SHP87,DYP87,DSP87,RP87,MCP87,IDP87,BGM87,ANAPP87,SHPP87,DYPP87,DSPP87,RPP87,MCPP87,IDPP87,BGMP87,TURNOUTP87,VOLATILITYP87,INCUMBENT87,EFFECTIVE87,COMPETITIVE87,DISPROP87,ANAPSEAT87,SHPSEAT87,DYPSEAT87,BOXES91,REGISTER91,VOTE91,VALID91,DYP91,ANAP91,SHP91,RP91,DSP91,SP91,BGM91,DYPP91,ANAPP91,SHPP91,RPP91,DSPP91,SPP91,BGMP91,TURNOUT91,VOLATILITY91,INCUMBENT91,EFFECTIVE91,COMPETITIVE91,DISPROP91,DYPSEAT91,ANAPSEAT91,SHPSEAT91,RPSEAT91,DSPSEAT91,BOXES95,REGISTER95,VOTE95,VALID95,RP95,DYP95,ANAP95,DSP95,CHP95,HADEP95,IP95,MHP95,MP95,YDH95,YDP95,YENI95,BGM95,RPP95,DYPP95,ANAPP95,DSPP95,CHPP95,HADEPP95,IPP95,MHPP95,MPP95,YDHP95,YDPP95,YENIP95,BGMP95,TURNOUT95,VOLATILITY95,INCUMBENT95,EFFECTIVE95,COMPETITIVE95,DISPROP95,RPSEAT95,DYPSEAT95,ANAPSEAT95,DSPSEAT95,CHPSEAT95,BOXES99,REGISTER99,VOTE99,VALID99,DSP99,MHP99,FP99,ANAP99,DYP99,BP99,BBP99,CHP99,DP99,DBP99,DTP99,DEPAR99,EMEP99,HADEP99,IP99,LDP99,MP99,ODP99,SIP99,YDP99,BGM99,DSPP99,MHPP99,FPP99,ANAPP99,DYPP99,BPP99,BBPP99,CHPP99,DPP99,DBPP99,DTPP99,DEPARP99,EMEPP99,HADEPP99,IPP99,LDPP99,MPP99,ODPP99,SIPP99,YDPP99,BGMP99,TURNOUT99,VOLATILITY99,INCUMBENT99,EFFECTIVE99,COMPETITIVE99,DISPROP99,DSPSEAT99,MHPSEAT99,FPSEAT99,ANAPSEAT99,DYPSEAT99,BGMSEAT99,BOXES02,REGISTER02,VOTE02,VALID02,AKP02,CHP02,ANAP02,BBP02,BTP02,DEHAP02,DSP02,DYP02,GP02,IP02,LDP02,MP02,MHP02,ODP02,SP02,TKP02,YP02,YTP02,BGM02,AKPP02,CHPP02,ANAPP02,BBPP02,BTPP02,DEHAPP02,DSPP02,DYPP02,GPP02,IPP02,LDPP02,MPP02,MHPP02,ODPP02,SPP02,TKPP02,YPP02,YTPP02,BGMP02,TURNOUT02,VOLATILITY02,INCUMBENT02,EFFECTIVE02,COMPETITIVE02,DISPROP02,AKPSEAT02,CHPSEAT02,BGMSEAT02,BOXES07,REGISTER07,VOTE07,VALID07,AKP07,CHP07,MHP07,DP07,GP07,SP07,BTP07,HYP07,IP07,ATP07,TKP07,ODP07,LDP07,EMEP07,BGM07,AKPP07,CHPP07,MHPP07,DPP07,GPP07,SPP07,BTPP07,HYPP07,IPP07,ATPP07,TKPP07,ODPP07,LDPP07,EMEPP07,BGMP07,DTPP07,NONDTPBGMP07,TURNOUT07,VOLATILITY07,INCUMBENT07,EFFECTIVE07,COMPETITIVE07,DISPROP07,AKPSEAT07,CHPSEAT07,MHPSEAT07,BDPSEAT07,BGMSEAT07,BOXES11,REGISTER11,VOTE11,VALID11,AKP11,DP11,CHP11,EP11,MP11,LDP11,SP11,HEPAR11,HAS11,MHP11,DYP11,TKP11,MMP11,BBP11,DSP11,BDP11,IPBGM11,NONBDPIPBGM11,BGM11,AKPP11,DPP11,CHPP11,EPP11,MPP11,LDPP11,SPP11,HEPARP11,HASP11,MHPP11,DYPP11,TKPP11,MMPP11,BBPP11,DSPP11,BDPP11,IPBGMP11,NONBDPBGMPP11,BGMP11,TURNOUT11P,VOLATILITY11,INCUMBENT11,EFFECTIVE11,COMPETITIVE11,DISPROP11,AKPSEAT11,CHPSEAT11,MHPSEAT11,BDPSEAT11
KUTAHYA,5,5,5,6,6,6,6,5,49486,61478,66574,60342,62660,66385,66377,83736,1061,247430,236863,225518,129445,39350,51746,4977,57.40,17.45,22.95,2.21,91.14,2.42,34.45,23.75,4,0,1,1196,307391,296645,289170,104541,45636,78033,19948,26412,10208,4392,0,36.15,15.78,26.99,6.90,9.13,3.53,1.52,0.00,94.07,48.07,-21.25,4.12,9.17,23.80,3,0,2,1289,332871,304615,294404,103728,73783,36101,59507,19746,1325,214,35.23,25.06,12.26,20.21,6.71,0.45,0.07,88.44,19.85,-11.09,4.04,10.17,14.86,2,2,0,1,0,1636,362050,331886,324851,79713,79154,71190,37922,16227,2986,694,31436,2200,1247,1729,353,0,24.54,24.37,21.91,11.67,5.00,0.92,0.21,9.68,0.68,0.38,0.53,0.11,0.00,89.73,20.03,-18.13,5.17,0.17,12.86,2,2,1,1,0,2194,375960,350790,335693,54860,75997,57080,34385,81079,0,6072,11062,1053,0,2809,545,531,2666,745,1551,1823,1056,515,610,1252,16.34,22.64,17.00,10.24,24.15,0.00,1.81,3.30,0.31,0.00,0.84,0.16,0.16,0.79,0.22,0.46,0.54,0.31,0.15,0.18,0.37,89.29,19.97,-6.17,5.64,1.51,12.65,1,2,1,0,2,0,1855,398308,354540,341646,167299,26530,29639,3903,2528,3265,4473,43468,19709,1136,753,1576,23757,543,8992,467,2122,1317,169,48.97,7.77,8.68,1.14,0.74,0.96,1.31,12.72,5.77,0.33,0.22,0.46,6.95,0.16,2.63,0.14,0.62,0.39,0.05,85.77,45.69,-32.29,3.59,36.25,38.70,6,0,0,1635,398263,366881,362842,226224,31662,57438,24359,5361,10402,0,2782,1131,0,633,595,870,993,392,62.35,8.73,15.83,6.71,1.48,2.87,0.00,0.77,0.31,0.00,0.17,0.16,0.24,0.27,0.11,0.00,0.11,91.11,22.64,13.38,2.34,46.52,16.94,5,0,1,0,0,1864,418678,381813,374885,242125,6529,46645,485,556,0,9292,895,4046,59334,0,434,410,3264,870,0,0,0,0,64.59,1.74,12.44,0.13,0.15,0.00,2.48,0.24,1.08,15.83,0.00,0.12,0.11,0.87,0.23,0.00,0.00,0.00,0.00,89.54,8.24,2.24,2.18,48.76,14.51,4,0,1,0
MALATYA,6,6,6,7,7,7,7,6,37296,50130,57506,53269,57963,64281,66683,83887,1054,223776,200386,191773,102936,62724,18261,7852,53.68,32.71,9.52,4.09,85.70,2.46,20.97,23.41,4,2,0,1235,300781,278133,272100,159540,67700,12636,8797,16315,5452,1552,108,58.63,24.88,4.64,3.23,6.00,2.00,0.57,0.04,90.46,21.40,4.96,2.42,33.75,19.36,5,1,0,1390,345037,272848,265550,17434,109169,69520,60431,7832,1164,0,6.57,41.11,26.18,22.76,2.95,0.44,0.00,76.96,20.42,-17.52,3.40,14.93,20.40,0,4,1,1,0,1596,372881,298061,288476,107218,23503,66262,11400,40252,8283,611,24031,861,934,745,661,3715,37.17,8.15,22.97,3.95,13.95,2.87,0.21,8.33,0.30,0.32,0.26,0.23,1.29,77.36,27.23,-10.64,4.41,14.20,17.21,4,0,2,0,1,2461,405744,339126,322925,19090,63880,81632,23239,19228,1344,8315,46138,1420,314,926,226,1071,7438,487,458,702,2790,225,366,43636,5.91,19.78,25.28,7.20,5.95,0.42,2.57,14.29,0.44,0.10,0.29,0.07,0.33,2.30,0.15,0.14,0.22,0.86,0.07,0.11,13.51,79.59,27.78,-13.53,6.44,5.50,19.04,0,2,3,1,0,1,1921,449965,327181,319171,161658,57681,8286,4096,1765,13344,1859,23133,7507,1369,460,559,19227,1274,12219,311,924,2542,957,50.65,18.07,2.60,1.28,0.55,4.18,0.58,7.25,2.35,0.43,0.14,0.18,6.02,0.40,3.83,0.10,0.29,0.80,0.30,70.93,38.75,-23.69,3.30,32.58,18.42,5,2,0,1868,466784,366896,365003,243525,68866,27579,4843,2385,5996,1507,1164,981,0,704,490,284,0,6679,66.72,18.87,7.56,1.33,0.65,1.64,0.41,0.32,0.27,0.00,0.19,0.13,0.08,0.00,1.83,1.40,0.43,78.20,17.83,16.07,2.05,47.85,14.94,6,1,0,0,0,2175,503323,438431,433377,294645,1378,85646,0,415,0,3301,0,4120,35293,291,304,182,1980,348,4609,0,865,5474,67.99,0.32,19.76,0.00,0.10,0.00,0.76,0.00,0.95,8.14,0.07,0.07,0.04,0.46,0.08,1.06,0.00,0.20,1.26,86.10,3.50,1.27,1.97,48.23,12.54,5,1,0,0
MANISA,8,9,9,11,10,10,10,10,60499,67512,74141,68216,79858,85078,85937,96590,1921,483991,466542,445362,191276,135386,118700,0,42.95,30.40,26.65,0.00,92.02,2.87,12.55,24.76,5,2,1,2299,607605,590538,579568,193557,136590,162365,49679,24757,8630,3872,0,33.40,23.57,28.01,8.57,4.27,1.49,0.67,0.00,95.39,43.03,-9.55,3.92,5.38,11.10,4,2,3,2420,667271,615005,597564,222953,138178,122083,58877,52421,2469,583,37.31,23.12,20.43,9.85,8.77,0.41,0.10,89.55,15.58,-10.27,3.97,14.19,33.39,7,2,0,0,0,3085,750373,689400,670587,88159,179108,132489,120571,66052,15603,1266,58400,2769,2409,2748,749,264,13.15,26.71,19.76,17.98,9.85,2.33,0.19,8.71,0.41,0.36,0.41,0.11,0.04,89.37,21.98,-21.18,5.62,6.95,11.15,1,4,3,2,1,4470,798578,736903,703787,177993,147743,58755,74828,134172,1796,8549,51713,2331,1136,3852,1091,1228,25083,1583,3407,1788,4790,889,937,123,25.29,20.99,8.35,10.63,19.06,0.26,1.21,7.35,0.33,0.16,0.55,0.16,0.17,3.56,0.22,0.48,0.25,0.68,0.13,0.13,0.02,88.13,22.87,-1.27,5.90,4.30,9.40,3,3,1,1,2,0,3573,850783,743243,718153,216455,126511,28279,6845,3611,28296,10988,137619,68011,3294,2262,2055,62015,2684,6292,1390,4797,6541,208,30.14,17.62,3.94,0.95,0.50,3.94,1.53,19.16,9.47,0.46,0.31,0.29,8.64,0.37,0.88,0.19,0.67,0.91,0.03,84.41,43.46,-42.81,5.59,10.98,31.31,6,4,0,3159,859374,781498,767382,314140,148212,158305,69612,32968,11686,5362,4855,3074,0,2540,1724,1683,0,13221,40.94,19.31,20.63,9.07,4.30,1.52,0.70,0.63,0.40,0.00,0.33,0.22,0.22,0.00,1.72,1.30,0.42,89.30,24.16,10.80,3.88,20.31,11.76,5,2,3,0,0,3874,965902,884530,867225,407234,10108,249842,0,1967,536,5894,2519,5171,146633,2898,1195,948,5468,2933,23130,0,1109,24239,46.96,1.17,28.81,0.00,0.23,0.06,0.68,0.29,0.60,16.91,0.33,0.14,0.11,0.63,0.34,2.67,0.00,0.13,2.80,89.78,18.35,6.02,3.00,18.15,3.89,5,3,2,0
MARDIN,5,6,5,6,6,6,6,6,24433,39383,43431,36637,45815,52022,52004,66272,706,122167,106273,100725,41249,24102,32616,2758,40.95,23.93,32.38,2.74,82.45,3.03,8.57,15.60,2,1,2,865,182800,170563,163494,43938,46453,36150,8370,27099,699,785,0,26.87,28.41,22.11,5.12,16.57,0.43,0.48,0.00,89.44,49.20,-14.08,4.31,1.54,20.73,3,2,1,966,217154,177554,172438,29577,31836,92904,15069,2247,805,0,17.15,18.46,53.88,8.74,1.30,0.47,0.00,79.41,25.02,-8.41,2.77,35.41,37.69,0,0,5,0,0,995,219819,176475,169639,33970,33475,37784,2962,7695,37233,267,9213,941,1362,750,272,3715,20.02,19.73,22.27,1.75,4.54,21.95,0.16,5.43,0.55,0.80,0.44,0.16,2.19,77.17,27.70,-46.76,5.47,0.32,22.64,2,2,2,0,0,1559,274887,231476,219844,19847,4242,25966,36140,42254,512,1770,6295,840,421,1788,0,164,55538,198,400,366,608,205,561,21729,9.03,1.93,11.81,16.44,19.22,0.23,0.81,2.86,0.38,0.19,0.81,0.00,0.07,25.26,0.09,0.18,0.17,0.28,0.09,0.26,9.88,79.98,19.63,2.26,6.21,6.04,25.65,1,0,1,2,2,0,1432,312132,231836,225120,34746,26151,19853,681,612,89113,1023,18509,3475,179,104,246,6241,281,3565,147,583,633,18978,15.43,11.62,8.82,0.30,0.27,39.58,0.45,8.22,1.54,0.08,0.05,0.11,2.77,0.12,1.58,0.07,0.26,0.28,8.43,72.12,30.87,-15.35,4.61,24.15,41.59,3,2,1,1351,312022,244095,240372,105905,16639,3202,13443,2526,2947,1208,603,161,0,537,0,0,0,93201,44.06,6.92,1.33,5.59,1.05,1.23,0.50,0.25,0.07,0.00,0.22,0.00,0.00,0.00,38.77,34.90,3.87,77.04,29.01,28.62,3.07,9.16,17.50,4,0,0,2,0,1758,397634,327620,321291,103402,845,11953,0,234,129,895,0,2097,2041,0,474,240,2842,658,168734,0,26847,195581,32.18,0.26,3.72,0.00,0.07,0.04,0.28,0.00,0.65,0.64,0.00,0.15,0.07,0.88,0.20,52.52,0.00,8.36,60.87,80.80,23.08,-11.88,2.58,20.33,14.31,3,0,0,3
MERSIN,7,9,9,12,12,12,12,11,54411,60462,69832,63436,72236,77396,84076,103439,1456,380879,355696,338687,146930,122483,69274,0,43.38,36.16,20.45,0.00,88.92,2.77,7.22,25.43,3,3,1,1821,544156,510633,500018,179786,169473,88042,21912,19899,17713,3069,124,35.96,33.89,17.61,4.38,3.98,3.54,0.61,0.02,91.89,30.15,-7.43,3.57,2.06,20.66,5,4,0,2227,628484,529711,512702,163062,122824,144160,44751,35018,2268,619,31.80,23.96,28.12,8.73,6.83,0.44,0.12,81.58,21.93,-12.00,4.00,7.85,12.51,4,2,3,0,0,2857,761233,636777,614163,65563,108612,114442,81504,88604,48329,1581,97792,2605,2223,1780,713,415,10.68,17.68,18.63,13.27,14.43,7.87,0.26,15.92,0.42,0.36,0.29,0.12,0.07,80.68,25.10,-27.81,6.78,0.95,15.21,2,3,3,2,2,4926,866832,729893,697498,134977,197983,36343,75863,76485,2071,3795,85841,2179,882,2947,765,935,61679,1339,1332,1369,5487,803,677,3746,19.35,28.38,5.21,10.88,10.97,0.30,0.54,12.31,0.31,0.13,0.42,0.11,0.13,8.84,0.19,0.19,0.20,0.79,0.12,0.10,0.54,80.47,21.65,-1.25,5.96,9.03,16.32,3,5,0,2,2,0,3502,928757,708170,680687,122995,168372,45060,4305,1986,64844,7845,59462,46905,3549,1089,1441,125370,2794,6726,1113,3862,11322,1647,18.07,24.74,6.62,0.63,0.29,9.53,1.15,8.74,6.89,0.52,0.16,0.21,18.42,0.41,0.99,0.16,0.57,1.66,0.24,73.29,34.49,-32.42,6.48,6.32,33.84,5,7,0,3526,1008906,807435,794221,215703,195930,242686,43457,21760,6746,3401,2512,2662,3246,1514,1304,904,0,52396,27.16,24.67,30.56,5.47,2.74,0.85,0.43,0.32,0.34,0.41,0.19,0.16,0.11,0.00,6.60,6.20,0.40,78.72,21.55,9.09,4.24,3.40,9.96,4,4,4,0,0,4306,1137834,990095,972046,311050,6329,310714,0,2122,0,4863,1487,3632,224477,2216,1520,891,6954,1852,92017,0,1859,93876,32.00,0.65,31.96,0.00,0.22,0.00,0.50,0.15,0.37,23.09,0.23,0.16,0.09,0.72,0.19,9.47,0.00,0.19,9.66,85.43,16.30,4.84,3.75,0.03,5.67,4,4,2,1
MUGLA,4,5,5,6,6,6,6,6,56863,60022,68493,65255,73265,79724,86970,100741,862,227453,219341,210588,78839,66819,61723,3207,37.44,31.73,29.31,1.52,92.59,3.06,5.71,26.37,2,1,1,1089,300108,285897,279079,93948,82273,71937,20294,5242,3367,2018,0,33.66,29.48,25.78,7.27,1.88,1.21,0.72,0.00,92.99,36.86,-3.77,3.67,4.18,11.01,2,2,1,1212,342466,303388,295638,116797,75960,70935,11721,18621,1604,0,39.51,25.69,23.99,3.96,6.30,0.54,0.00,86.33,16.36,-7.97,3.51,13.81,16.19,3,1,1,0,0,1608,391527,348802,342274,17297,120951,71778,45810,48505,4701,865,28436,1210,1170,1218,333,0,5.05,35.34,20.97,13.38,14.17,1.37,0.25,8.31,0.35,0.34,0.36,0.10,0.00,87.42,17.18,-13.99,4.62,14.37,13.18,0,3,1,1,1,2369,439587,397232,381175,113479,61174,12894,63319,63770,847,1764,44202,1190,462,3545,532,449,6007,762,1795,841,3315,466,361,0,29.77,16.05,3.38,16.61,16.73,0.22,0.46,11.60,0.31,0.12,0.93,0.14,0.12,1.58,0.20,0.47,0.22,0.87,0.12,0.09,0.00,86.71,26.39,12.96,5.40,13.04,16.74,3,1,0,1,1,0,1908,478342,397842,385933,50816,106937,25307,1877,680,6640,6362,87454,39890,2835,769,1135,43675,1314,1511,685,2486,5560,0,13.17,27.71,6.56,0.49,0.18,1.72,1.65,22.66,10.34,0.73,0.20,0.29,11.32,0.34,0.39,0.18,0.64,1.44,0.00,80.68,42.51,-42.91,5.74,5.05,36.91,2,4,0,1810,521822,453688,446665,117624,154033,90771,44916,23084,2661,1608,2462,2926,0,772,1238,1165,925,2480,26.33,34.49,20.32,10.06,5.17,0.60,0.36,0.55,0.66,0.00,0.17,0.28,0.26,0.21,0.56,0.40,0.16,85.60,27.02,13.17,4.12,8.15,14.71,2,3,1,0,0,2354,604443,532874,521086,170223,8748,237488,1642,528,293,1770,1876,1745,84462,2015,730,610,1482,1636,4033,0,1805,5838,32.67,1.68,45.58,0.32,0.10,0.06,0.34,0.36,0.33,16.21,0.39,0.14,0.12,0.28,0.31,0.77,0.00,0.35,1.12,86.21,19.24,6.33,2.93,12.91,3.51,2,3,1,0
MUS,3,4,3,4,4,4,4,4,27798,29466,46271,35270,38303,42021,45286,53571,459,83394,73579,69012,31627,12995,24390,0,45.83,18.83,35.34,0.00,82.75,2.70,10.49,12.84,2,0,1,547,117865,109098,105160,35905,20309,19270,4790,14309,966,444,9167,34.14,19.31,18.32,4.55,13.61,0.92,0.42,8.72,89.22,47.03,-11.69,4.64,14.83,51.62,4,0,0,586,138814,113508,110745,16530,19005,46333,26888,1476,513,0,14.93,17.16,41.84,24.28,1.33,0.46,0.00,79.78,33.66,-16.98,3.50,17.56,47.39,0,0,3,0,0,688,141081,114496,110322,32754,12317,18167,3250,4747,18434,112,6450,371,1232,384,121,11983,29.69,11.16,16.47,2.95,4.30,16.71,0.10,5.85,0.34,1.12,0.35,0.11,10.86,78.20,25.18,-41.30,5.76,12.98,23.84,2,1,1,0,0,884,153212,124863,116400,10610,5074,12701,12922,13618,444,1635,5340,0,244,1257,0,141,37020,237,259,193,280,185,191,14049,9.12,4.36,10.91,11.10,11.70,0.38,1.40,4.59,0.00,0.21,1.08,0.00,0.12,31.80,0.20,0.22,0.17,0.24,0.16,0.16,12.07,75.97,25.43,1.88,6.01,19.73,31.79,1,0,1,1,1,0,836,168085,133873,129451,21876,8067,10548,671,280,49302,371,15009,1236,222,70,160,3999,191,5268,65,372,136,11608,16.90,6.23,8.15,0.52,0.22,38.09,0.29,11.59,0.95,0.17,0.05,0.12,3.09,0.15,4.07,0.05,0.29,0.11,8.97,77.02,19.03,-13.05,4.80,21.19,52.38,3,1,0,776,181142,143230,140673,54295,4408,3243,8612,884,2771,526,522,208,0,667,0,99,0,64438,38.60,3.13,2.31,6.12,0.63,1.97,0.37,0.37,0.15,0.00,0.47,0.00,0.07,0.00,45.81,33.70,12.11,77.66,25.44,21.70,3.53,4.90,17.32,2,0,0,2,0,981,214282,175178,171446,73431,711,7115,0,108,0,2038,0,1144,7517,258,405,111,2119,604,75885,0,0,75885,42.83,0.41,4.15,0.00,0.06,0.00,1.19,0.00,0.67,4.38,0.15,0.24,0.06,1.24,0.35,44.26,0.00,0.00,44.26,80.01,19.61,4.23,2.61,1.43,7.89,2,0,0,2
NEVSEHIR,3,3,3,3,3,3,3,3,36121,47620,47630,54730,58009,61106,62273,65618,426,108362,99686,92775,46329,28993,17453,0,49.94,31.25,18.81,0.00,85.62,2.61,18.69,28.18,3,0,0,511,142860,133383,130046,43118,27001,29655,7035,13892,8359,986,0,33.16,20.76,22.80,5.41,10.68,6.43,0.76,0.00,91.03,46.08,-16.78,4.47,10.35,15.07,1,1,1,591,142891,130475,126813,36142,27934,20169,33541,8488,539,0,28.50,22.03,15.90,26.45,6.69,0.43,0.00,88.75,23.17,-11.13,4.36,2.05,33.82,2,0,0,1,0,696,164189,141977,137954,39132,22873,25798,9733,14035,1254,258,22893,693,380,429,160,316,28.37,16.58,18.70,7.06,10.17,0.91,0.19,16.59,0.50,0.28,0.31,0.12,0.23,84.02,19.88,-17.65,5.38,11.77,21.79,1,1,1,0,0,964,174027,159587,152490,15569,48402,28011,20360,18950,465,2961,11711,454,150,620,235,330,1417,348,365,349,1393,188,210,0,10.21,31.74,18.37,13.35,12.43,0.30,1.94,7.68,0.30,0.10,0.41,0.15,0.22,0.93,0.23,0.24,0.23,0.91,0.12,0.14,0.00,87.62,20.32,-1.79,5.41,13.37,31.19,0,2,1,0,0,0,806,183317,151625,147649,64415,21252,10866,1369,412,1694,994,15160,5271,499,235,317,18318,536,4387,164,865,895,0,43.63,14.39,7.36,0.93,0.28,1.15,0.67,10.27,3.57,0.34,0.16,0.21,12.41,0.36,2.97,0.11,0.59,0.61,0.00,80.54,38.90,-34.86,4.08,29.23,43.15,3,0,0,716,186820,162821,160623,89493,25388,29421,5188,1115,5370,636,702,521,1522,191,284,201,327,264,55.72,15.81,18.32,3.23,0.69,3.34,0.40,0.44,0.32,0.95,0.12,0.18,0.13,0.20,0.16,0.00,0.16,85.98,19.23,12.09,2.69,37.40,35.85,3,0,0,0,0,830,196854,173146,170101,102384,1198,27783,288,90,45,2857,270,1595,31031,347,136,180,1571,252,0,0,74,74,60.19,0.70,16.33,0.17,0.05,0.03,1.68,0.16,0.94,18.24,0.20,0.08,0.11,0.92,0.15,0.00,0.00,0.04,0.04,86.41,6.32,4.47,2.37,41.95,33.09,3,0,0,0
NIGDE,5,5,3,4,3,3,3,3,21653,26961,46828,44657,66420,69931,69957,73300,430,108267,98949,92266,38232,28273,25691,0,41.44,30.64,27.84,0.00,85.22,2.91,10.79,24.17,3,1,1,510,134804,126907,123613,43096,28157,27790,10830,8811,3896,1033,0,34.86,22.78,22.48,8.76,7.13,3.15,0.84,0.00,91.70,42.32,-6.57,4.21,12.09,26.50,3,0,2,546,140484,127381,122973,34653,24886,27611,24557,10711,555,0,28.18,20.24,22.45,19.97,8.71,0.45,0.00,87.54,18.99,-14.63,4.58,5.73,57.21,3,0,0,0,0,718,178627,144985,140364,31679,33387,18328,13055,16649,1122,586,23398,742,445,475,227,271,22.57,23.79,13.06,9.30,11.86,0.80,0.42,16.67,0.53,0.32,0.34,0.16,0.19,78.58,20.90,-14.98,5.71,1.22,25.91,1,2,1,0,0,1035,199260,177827,169115,24925,45007,23964,16005,31103,648,1968,18128,586,220,1096,308,372,1500,583,628,606,962,250,255,0,14.74,26.61,14.17,9.46,18.39,0.38,1.16,10.72,0.35,0.13,0.65,0.18,0.22,0.89,0.34,0.37,0.36,0.57,0.15,0.15,0.00,84.87,17.34,2.49,5.98,8.22,22.62,1,1,0,0,1,0,910,209794,157018,152758,64415,28815,8800,1312,539,1980,1465,17150,4627,1364,284,425,14791,461,4098,257,814,1161,0,42.17,18.86,5.76,0.86,0.35,1.30,0.96,11.23,3.03,0.89,0.19,0.28,9.68,0.30,2.68,0.17,0.53,0.76,0.00,72.81,42.96,-34.41,4.15,23.30,23.28,2,1,0,777,209872,172340,169815,82537,26913,32012,12578,1342,5062,978,1104,1144,1682,481,269,332,377,3004,48.60,15.85,18.85,7.41,0.79,2.98,0.58,0.65,0.67,0.99,0.28,0.16,0.20,0.22,1.77,0.00,1.77,80.91,18.02,6.44,3.29,29.75,20.70,2,0,1,0,0,897,219901,188879,185035,100380,1202,39774,367,137,90,2747,0,1648,35369,444,164,139,2145,255,0,0,174,174,54.25,0.65,21.50,0.20,0.07,0.05,1.48,0.00,0.89,19.11,0.24,0.09,0.08,1.16,0.14,0.00,0.00,0.09,0.09,84.14,13.00,5.65,2.65,32.75,18.23,2,1,0,0
ORDU,6,7,6,8,7,7,7,6,48081,51270,66497,53572,65974,68364,65710,84755,1218,288485,263093,252464,113981,87186,51297,0,45.15,34.53,20.32,0.00,87.51,2.74,10.61,26.48,3,2,1,1409,358892,331114,319595,127175,69318,53018,38813,20366,6165,3995,745,39.79,21.69,16.59,12.14,6.37,1.93,1.25,0.23,89.05,38.52,-5.35,3.96,18.10,47.77,7,0,0,1537,398984,322751,311436,65643,97673,52917,43622,49226,2355,0,21.08,31.36,16.99,14.01,15.81,0.76,0.00,78.06,16.54,-8.43,4.62,10.28,32.65,2,4,0,0,0,1847,428579,346128,337094,60253,43346,100929,71575,25655,4944,816,22787,2074,1862,2175,476,202,17.87,12.86,29.94,21.23,7.61,1.47,0.24,6.76,0.62,0.55,0.65,0.14,0.06,78.65,17.28,-17.60,5.16,8.71,10.70,2,1,3,2,0,2591,461818,391323,372313,87441,61835,45774,79827,44725,1749,4541,22920,1861,0,2375,1016,713,6559,820,4169,1495,2659,914,805,115,23.49,16.61,12.29,21.44,12.01,0.47,1.22,6.16,0.50,0.00,0.64,0.27,0.19,1.76,0.22,1.12,0.40,0.71,0.25,0.22,0.03,80.62,15.30,-5.61,6.14,2.05,8.27,2,1,1,2,1,0,2165,478547,354791,342654,142198,53970,23757,4296,1542,4943,,43253,21824,1862,971,1378,27076,1745,3123,834,2409,2130,542,41.50,15.75,6.93,1.25,0.45,1.44,0.00,12.62,6.37,0.54,0.28,0.40,7.90,0.51,0.91,0.24,0.70,0.62,0.16,71.60,47.72,-46.70,4.37,25.75,26.24,5,2,0,1871,459967,380208,375832,209687,59779,55441,19527,11106,5210,3229,4922,1752,0,770,1440,1091,1259,619,55.79,15.91,14.75,5.20,2.96,1.39,0.86,1.31,0.47,0.00,0.20,0.38,0.29,0.33,0.16,0.02,0.14,81.71,22.18,14.29,2.76,39.89,12.00,5,1,1,0,0,2260,508530,425427,417382,251319,2543,94353,1048,410,283,3698,794,6208,48647,702,467,467,1760,1402,0,0,3281,3281,60.21,0.61,22.61,0.25,0.10,0.07,0.89,0.19,1.49,11.66,0.17,0.11,0.11,0.42,0.34,0.00,0.00,0.79,0.79,82.08,13.80,4.42,2.34,37.61,18.84,5,1,0,0
